"Dispatch Number","Dispatch Date","Source Store","Destination Store",Status,"Product Name",Category,Vendor,Barcode,"Unit Price",Quantity
DSP-20260223-05A4A7,"2026-02-23 19:18:45",OFFICE,SHOWROOM,Delivered,"JAMDANI SAREE - JU1-41",,"JU1--JUYEL JAMDANI HOUSE",N/A,"3,050.00",1
DSP-20260223-05A4A7,"2026-02-23 19:18:45",OFFICE,SHOWROOM,Delivered,"JAMDANI SAREE - JU1-42",,"JU1--JUYEL JAMDANI HOUSE",N/A,"3,050.00",1
DSP-20260223-05A4A7,"2026-02-23 19:18:45",OFFICE,SHOWROOM,Delivered,"JAMDANI SAREE - JU1-42",,"JU1--JUYEL JAMDANI HOUSE",N/A,"3,050.00",1
DSP-20260223-05A4A7,"2026-02-23 19:18:45",OFFICE,SHOWROOM,Delivered,"JAMDANI SAREE - JU1-43",,"JU1--JUYEL JAMDANI HOUSE",N/A,"3,050.00",1
DSP-20260223-05A4A7,"2026-02-23 19:18:45",OFFICE,SHOWROOM,Delivered,"JAMDANI SAREE - JU1-44",,"JU1--JUYEL JAMDANI HOUSE",N/A,"3,050.00",1
DSP-20260223-05A4A7,"2026-02-23 19:18:45",OFFICE,SHOWROOM,Delivered,"JAMDANI SAREE - JU1-44",,"JU1--JUYEL JAMDANI HOUSE",N/A,"3,050.00",1
DSP-20260223-05A4A7,"2026-02-23 19:18:45",OFFICE,SHOWROOM,Delivered,"JAMDANI SAREE - JU1-45",,"JU1--JUYEL JAMDANI HOUSE",N/A,"3,050.00",1
DSP-20260223-05A4A7,"2026-02-23 19:18:45",OFFICE,SHOWROOM,Delivered,"JAMDANI SAREE - JU1-45",,"JU1--JUYEL JAMDANI HOUSE",N/A,"3,050.00",1
DSP-20260223-05A4A7,"2026-02-23 19:18:45",OFFICE,SHOWROOM,Delivered,"JAMDANI SAREE - JU1-46",,"JU1--JUYEL JAMDANI HOUSE",N/A,"3,050.00",1
DSP-20260223-05A4A7,"2026-02-23 19:18:45",OFFICE,SHOWROOM,Delivered,"JAMDANI SAREE - JU1-46",,"JU1--JUYEL JAMDANI HOUSE",N/A,"3,050.00",1
DSP-20260223-05A4A7,"2026-02-23 19:18:45",OFFICE,SHOWROOM,Delivered,"JAMDANI SAREE - JU1-47",,"JU1--JUYEL JAMDANI HOUSE",N/A,"3,050.00",1
DSP-20260223-05A4A7,"2026-02-23 19:18:45",OFFICE,SHOWROOM,Delivered,"JAMDANI SAREE - JU1-48",,"JU1--JUYEL JAMDANI HOUSE",N/A,"3,050.00",1
DSP-20260223-8DEDF6,"2026-02-23 19:17:32",SHOWROOM,OFFICE,Delivered,"JEWELLERY PEARL NECK PIECE - RA1-36",,"RA1--RAJA TRADERS",N/A,"2,550.00",1
DSP-20260223-E50A6E,"2026-02-23 19:03:40",SHOWROOM,OFFICE,Delivered,"DESHIO BLOCK 3PIECE - DE1-9",,"DE1--DESHIO FACTORY",N/A,"1,150.00",1
DSP-20260223-0F2CED,"2026-02-23 18:53:07",SHOWROOM,OFFICE,Delivered,"COTTON BATIK 3PIECE - NU1-43",,NU1--NURJAHAN,N/A,"1,350.00",1
DSP-20260223-0F2CED,"2026-02-23 18:53:07",SHOWROOM,OFFICE,Delivered,"Silk Tiedye 3Piece - NU1-1",,NU1--NURJAHAN,N/A,"1,550.00",1
DSP-20260223-0F2CED,"2026-02-23 18:53:07",SHOWROOM,OFFICE,Delivered,"COTTON 3PIECE - FA1-15",,"FA1-FASHION 3PIECE",N/A,"1,650.00",1
DSP-20260223-C6777B,"2026-02-23 18:39:46",OFFICE,SHOWROOM,Delivered,"COTTON BATIK 3PIECE - NU1-35",,NU1--NURJAHAN,N/A,"1,350.00",1
DSP-20260223-C6777B,"2026-02-23 18:39:46",OFFICE,SHOWROOM,Delivered,"COTTON BATIK 3PIECE - NU1-44",,NU1--NURJAHAN,N/A,"1,350.00",1
DSP-20260223-C6777B,"2026-02-23 18:39:46",OFFICE,SHOWROOM,Delivered,"COTTON BATIK 3PIECE - NU1-43",,NU1--NURJAHAN,N/A,"1,350.00",1
DSP-20260223-C6777B,"2026-02-23 18:39:46",OFFICE,SHOWROOM,Delivered,"COTTON BATIK 3PIECE - NU1-43",,NU1--NURJAHAN,N/A,"1,350.00",1
DSP-20260223-C6777B,"2026-02-23 18:39:46",OFFICE,SHOWROOM,Delivered,"DESHIO BLOCK 3PIECE-DE1-26",,"DE1--DESHIO FACTORY",N/A,"1,150.00",1
DSP-20260223-C6777B,"2026-02-23 18:39:46",OFFICE,SHOWROOM,Delivered,"DESHIO BLOCK 3PIECE-DE1-26",,"DE1--DESHIO FACTORY",N/A,"1,150.00",1
DSP-20260223-C6777B,"2026-02-23 18:39:46",OFFICE,SHOWROOM,Delivered,"DESHIO BLOCK 3PIECE - DE1-18",,"DE1--DESHIO FACTORY",N/A,"1,150.00",1
DSP-20260223-C6777B,"2026-02-23 18:39:46",OFFICE,SHOWROOM,Delivered,"DESHIO BLOCK 3PIECE - DE1-18",,"DE1--DESHIO FACTORY",N/A,"1,150.00",1
DSP-20260223-C6777B,"2026-02-23 18:39:46",OFFICE,SHOWROOM,Delivered,"DESHI JOYPURI 3PIECE - FA1-11",,"FA1-FASHION 3PIECE",N/A,"1,500.00",1
DSP-20260223-C6777B,"2026-02-23 18:39:46",OFFICE,SHOWROOM,Delivered,"DESHI JOYPURI 3PIECE - FA1-10",,"FA1-FASHION 3PIECE",N/A,"1,500.00",1
DSP-20260223-C6777B,"2026-02-23 18:39:46",OFFICE,SHOWROOM,Delivered,"DESHI JOYPURI 3PIECE - FA1-9",,"FA1-FASHION 3PIECE",N/A,"1,500.00",1
DSP-20260223-80E51A,"2026-02-23 17:39:40",SHOWROOM,OFFICE,Delivered,"SILK BATIK 3PIECE - NU1-34",,NU1--NURJAHAN,N/A,"1,450.00",1
DSP-20260223-A306DE,"2026-02-23 17:25:10",SHOWROOM,OFFICE,Delivered,"TANGAIL HALFSILK SAREE - TA1-56",,"TA1--TANGAIL SAREE HOUSE",N/A,"2,100.00",1
DSP-20260223-AA5B06,"2026-02-23 16:59:48",OFFICE,SHOWROOM,Delivered,"VISCOSE KATAN SAREE - SH2-4",,"SH2--SHOPPERS DESTINATION",N/A,"3,450.00",1
DSP-20260223-EDCCAE,"2026-02-23 16:56:56",OFFICE,SHOWROOM,Delivered,"DESHIO BEXI COTTON 3PIECE - DE1-5",,"DE1--DESHIO FACTORY",N/A,"1,850.00",1
DSP-20260223-EDCCAE,"2026-02-23 16:56:56",OFFICE,SHOWROOM,Delivered,"DESHIO BEXI COTTON 3PIECE - DE1-5",,"DE1--DESHIO FACTORY",N/A,"1,850.00",1
DSP-20260223-5F07B9,"2026-02-23 16:36:37",OFFICE,SHOWROOM,Delivered,"DESHIO BEXI COTTON 3PIECE - DE1-7",,"DE1--DESHIO FACTORY",N/A,"1,850.00",1
DSP-20260223-35E4B0,"2026-02-23 15:46:15",SHOWROOM,OFFICE,Delivered,"SILK BATIK 3PIECE - NU1-34",,NU1--NURJAHAN,N/A,"1,450.00",1
DSP-20260223-1C1F00,"2026-02-23 15:40:50",SHOWROOM,OFFICE,Delivered,"DESHIO BLOCK 3PIECE - DE1-22",,"DE1--DESHIO FACTORY",N/A,"1,150.00",1
DSP-20260223-1C1F00,"2026-02-23 15:40:50",SHOWROOM,OFFICE,Delivered,"DESHIO BLOCK 3PIECE - DE1-22",,"DE1--DESHIO FACTORY",N/A,"1,150.00",1
DSP-20260223-1C1F00,"2026-02-23 15:40:50",SHOWROOM,OFFICE,Delivered,"DESHIO BLOCK 3PIECE - DE1-22",,"DE1--DESHIO FACTORY",N/A,"1,150.00",1
DSP-20260223-1C1F00,"2026-02-23 15:40:50",SHOWROOM,OFFICE,Delivered,"DESHIO BLOCK 3PIECE - DE1-22",,"DE1--DESHIO FACTORY",N/A,"1,150.00",1
DSP-20260223-1C1F00,"2026-02-23 15:40:50",SHOWROOM,OFFICE,Delivered,"COTTON BATIK 3PIECE - NU1-31",,NU1--NURJAHAN,N/A,"1,350.00",1
DSP-20260223-1C1F00,"2026-02-23 15:40:50",SHOWROOM,OFFICE,Delivered,"JAMDANI HALFSILK 3PIECE - TA1-2",,"TA1--TANGAIL SAREE HOUSE",N/A,"2,250.00",1
DSP-20260223-1C1F00,"2026-02-23 15:40:50",SHOWROOM,OFFICE,Delivered,"MONIPURI SAREE - AN1-31",,"AN1--ANIS FACTORY",N/A,"1,550.00",1
DSP-20260223-1C1F00,"2026-02-23 15:40:50",SHOWROOM,OFFICE,Delivered,"MONIPURI SAREE - AN1-40",,"AN1--ANIS FACTORY",N/A,"1,550.00",1
DSP-20260223-F5E0E3,"2026-02-23 15:34:00",OFFICE,SHOWROOM,Delivered,"DESHIO BEXI COTTON 3PIECE - DE1-5",,"DE1--DESHIO FACTORY",N/A,"1,850.00",1
DSP-20260223-F5E0E3,"2026-02-23 15:34:00",OFFICE,SHOWROOM,Delivered,"DESHIO BEXI COTTON 3PIECE - DE1-6",,"DE1--DESHIO FACTORY",N/A,"1,850.00",1
DSP-20260223-F5E0E3,"2026-02-23 15:34:00",OFFICE,SHOWROOM,Delivered,"DESHIO BEXI COTTON 3PIECE - DE1-7",,"DE1--DESHIO FACTORY",N/A,"1,850.00",1
DSP-20260223-E3F109,"2026-02-23 14:55:58",SHOWROOM,OFFICE,Delivered,"TANGAIL HALFSILK SAREE - TA1-35",,"TA1--TANGAIL SAREE HOUSE",N/A,"2,100.00",1
DSP-20260223-DC9190,"2026-02-23 14:43:38",SHOWROOM,OFFICE,Delivered,"TOTE BAG - S01-14",,SO1--SOWDAGOR,N/A,"1,350.00",1
DSP-20260223-AF414C,"2026-02-23 14:37:36",OFFICE,SHOWROOM,Delivered,"JAMDANI SAREE - SH1-4",,"SH1--SHIULY JAMDANI HOUSE",N/A,"12,800.00",1
DSP-20260223-AF414C,"2026-02-23 14:37:36",OFFICE,SHOWROOM,Delivered,"CRINKEL HIJAB - DE1-10",,"DE1--DESHIO FACTORY",N/A,400.00,1
DSP-20260223-AF414C,"2026-02-23 14:37:36",OFFICE,SHOWROOM,Delivered,"CRINKEL HIJAB - DE1-1",,"DE1--DESHIO FACTORY",N/A,400.00,1
DSP-20260223-4326C6,"2026-02-23 14:29:00",SHOWROOM,OFFICE,Delivered,"COTTON JAMDANI 3PIECE - TA1-33",,"TA1--TANGAIL SAREE HOUSE",N/A,"1,650.00",1
DSP-20260223-53934A,"2026-02-23 14:21:54",SHOWROOM,OFFICE,Delivered,"DESHIO BLOCK 3PIECE - DE1-28",,"DE1--DESHIO FACTORY",N/A,"1,150.00",1
DSP-20260223-53934A,"2026-02-23 14:21:54",SHOWROOM,OFFICE,Delivered,"DESHIO BLOCK 3PIECE - DE1-28",,"DE1--DESHIO FACTORY",N/A,"1,150.00",1
DSP-20260223-53934A,"2026-02-23 14:21:54",SHOWROOM,OFFICE,Delivered,"DESHIO BLOCK 3PIECE - DE1-28",,"DE1--DESHIO FACTORY",N/A,"1,150.00",1
DSP-20260223-0EF978,"2026-02-23 14:16:12",OFFICE,SHOWROOM,Delivered,"DESHIO BLOCK 3PIECE - DE1-22",,"DE1--DESHIO FACTORY",N/A,"1,150.00",1
DSP-20260223-0EF978,"2026-02-23 14:16:12",OFFICE,SHOWROOM,Delivered,"DESHIO BLOCK 3PIECE - DE1-22",,"DE1--DESHIO FACTORY",N/A,"1,150.00",1
DSP-20260223-0EF978,"2026-02-23 14:16:12",OFFICE,SHOWROOM,Delivered,"DESHIO BLOCK 3PIECE - DE1-22",,"DE1--DESHIO FACTORY",N/A,"1,150.00",1
DSP-20260223-E55EB6,"2026-02-23 14:09:43",SHOWROOM,OFFICE,Delivered,"JAMDANI 1PIECE - MJ1-25",,"MJ1--MOUSHUMI JAMDANI HOUSE",N/A,"1,450.00",1
DSP-20260223-38D8CD,"2026-02-23 14:00:42",SHOWROOM,OFFICE,Delivered,"DESHIO BEXI COTTON 3PIECE - 4",,"DE1--DESHIO FACTORY",N/A,"1,650.00",1
DSP-20260223-38D8CD,"2026-02-23 14:00:42",SHOWROOM,OFFICE,Delivered,"DESHIO BEXI COTTON 3PIECE - 4",,"DE1--DESHIO FACTORY",N/A,"1,650.00",1
DSP-20260223-7A900A,"2026-02-23 13:56:17",SHOWROOM,OFFICE,Delivered,"JAMDANI 3PIECE - TA1-16",,"TA1--TANGAIL SAREE HOUSE",N/A,"2,250.00",1
DSP-20260223-E4B04E,"2026-02-23 13:31:42",SHOWROOM,OFFICE,Delivered,"DESHIO BLOCK BLOUSE PIECE - DE1-6",,"DE1--DESHIO FACTORY",N/A,300.00,1
DSP-20260223-ABEF9F,"2026-02-23 13:28:47",SHOWROOM,OFFICE,Delivered,"SILK BATIK 3PIECE - NU1-28",,NU1--NURJAHAN,N/A,"1,450.00",1
DSP-20260223-ABEF9F,"2026-02-23 13:28:47",SHOWROOM,OFFICE,Delivered,"JEWELLERY DIAMOND CUT HAND PIECE - 4 - 2.4",,UNKNOWN,N/A,"1,350.00",1
DSP-20260223-712CFC,"2026-02-23 13:15:29",OFFICE,SHOWROOM,Delivered,"18/24 INCH DOOR MAT - CH1-10",,CH1--CHARUSHI,N/A,380.00,1
DSP-20260223-712CFC,"2026-02-23 13:15:29",OFFICE,SHOWROOM,Delivered,"18/24 INCH DOOR MAT - CH1-11",,CH1--CHARUSHI,N/A,380.00,1
DSP-20260223-712CFC,"2026-02-23 13:15:29",OFFICE,SHOWROOM,Delivered,"18/24 INCH DOOR MAT - CH1-8",,CH1--CHARUSHI,N/A,380.00,1
DSP-20260223-712CFC,"2026-02-23 13:15:29",OFFICE,SHOWROOM,Delivered,"18/24 INCH DOOR MAT - CH1-20",,CH1--CHARUSHI,N/A,380.00,1
DSP-20260223-712CFC,"2026-02-23 13:15:29",OFFICE,SHOWROOM,Delivered,"18/24 INCH DOOR MAT - CH1-12",,CH1--CHARUSHI,N/A,380.00,1
DSP-20260223-712CFC,"2026-02-23 13:15:29",OFFICE,SHOWROOM,Delivered,"18/24 INCH DOOR MAT - CH1-15",,CH1--CHARUSHI,N/A,380.00,1
DSP-20260223-712CFC,"2026-02-23 13:15:29",OFFICE,SHOWROOM,Delivered,"18/24 INCH DOOR MAT - CH1-13",,CH1--CHARUSHI,N/A,380.00,1
DSP-20260223-712CFC,"2026-02-23 13:15:29",OFFICE,SHOWROOM,Delivered,"18/24 INCH DOOR MAT - CH1-7",,CH1--CHARUSHI,N/A,380.00,1
DSP-20260223-712CFC,"2026-02-23 13:15:29",OFFICE,SHOWROOM,Delivered,"18/24 INCH DOOR MAT - CH1-6",,CH1--CHARUSHI,N/A,380.00,1
DSP-20260223-29028D,"2026-02-23 12:57:25",SHOWROOM,OFFICE,Delivered,"HATER KAJER 3PIECE - NU1-29",,N/A,N/A,"1,650.00",1
DSP-20260223-9EB602,"2026-02-23 12:56:43",SHOWROOM,OFFICE,Delivered,"JAMDANI 1PIECE - MJ1-26",,"MJ1--MOUSHUMI JAMDANI HOUSE",N/A,"1,450.00",1
DSP-20260223-9EB602,"2026-02-23 12:56:43",SHOWROOM,OFFICE,Delivered,"JAMDANI SAREE - MJ1-62",,"MJ1--MOUSHUMI JAMDANI HOUSE",N/A,"6,800.00",1
DSP-20260223-832418,"2026-02-23 12:51:02",SHOWROOM,OFFICE,Delivered,"COTTON BATIK 3PIECE - NU1-31",,NU1--NURJAHAN,N/A,"1,350.00",1
DSP-20260223-F28D8A,"2026-02-23 12:48:03",SHOWROOM,OFFICE,Delivered,"Silk Tiedye 3Piece - NU1-8",,NU1--NURJAHAN,N/A,"1,550.00",1
DSP-20260223-2B581E,"2026-02-23 12:45:39",SHOWROOM,OFFICE,Delivered,"DESHIO BLOCK BLOUSE PIECE - DE1-28",,"DE1--DESHIO FACTORY",N/A,300.00,1
DSP-20260223-2B581E,"2026-02-23 12:45:39",SHOWROOM,OFFICE,Delivered,"DESHIO BLOCK BLOUSE PIECE - DE1-28",,"DE1--DESHIO FACTORY",N/A,300.00,1
DSP-20260223-E05F0D,"2026-02-23 12:40:39",OFFICE,SHOWROOM,Delivered,"DESHIO BEXI COTTON 3PIECE - 4",,"DE1--DESHIO FACTORY",N/A,"1,650.00",1
DSP-20260223-E05F0D,"2026-02-23 12:40:39",OFFICE,SHOWROOM,Delivered,"DESHIO BEXI COTTON 3PIECE - 4",,"DE1--DESHIO FACTORY",N/A,"1,650.00",1
DSP-20260223-A3ED1F,"2026-02-23 12:40:13",SHOWROOM,OFFICE,Delivered,"Silk Tiedye 3Piece - NU1-3",,NU1--NURJAHAN,N/A,"1,550.00",1
DSP-20260223-41793B,"2026-02-23 12:23:08",SHOWROOM,OFFICE,Delivered,"DESHIO CO-ORDS - DE1-4 - 46",,"DE1--DESHIO FACTORY",N/A,"1,500.00",1
DSP-20260223-41793B,"2026-02-23 12:23:08",SHOWROOM,OFFICE,Delivered,"DESHIO CO-ORDS - DE1-4 - 42",,"DE1--DESHIO FACTORY",N/A,"1,500.00",1
DSP-20260223-41793B,"2026-02-23 12:23:08",SHOWROOM,OFFICE,Delivered,"DESHIO CO-ORDS - DE1-4 - 38",,"DE1--DESHIO FACTORY",N/A,"1,500.00",1
DSP-20260223-41793B,"2026-02-23 12:23:08",SHOWROOM,OFFICE,Delivered,"DESHIO CO-ORDS - DE1-4 - 38",,"DE1--DESHIO FACTORY",N/A,"1,500.00",1
DSP-20260223-41793B,"2026-02-23 12:23:08",SHOWROOM,OFFICE,Delivered,"DESHIO CO-ORDS - DE1-4 - 38",,"DE1--DESHIO FACTORY",N/A,"1,500.00",1
DSP-20260223-81031B,"2026-02-23 12:20:32",SHOWROOM,OFFICE,Delivered,"JAMDANI SAREE - MJ1-3",,"MJ1--MOUSHUMI JAMDANI HOUSE",N/A,"6,300.00",1
DSP-20260223-CF1AA8,"2026-02-23 11:30:46",OFFICE,SHOWROOM,Delivered,"DESHIO 3PIECE - DE1-4 - 46",,"DE1--DESHIO FACTORY",N/A,"2,250.00",1
DSP-20260222-F68CF4,"2026-02-22 21:36:24",OFFICE,SHOWROOM,Delivered,"COTTON SHIBURI SAREE - NU1-30",,NU1--NURJAHAN,N/A,"1,950.00",1
DSP-20260222-40A07D,"2026-02-22 21:06:09",OFFICE,SHOWROOM,Delivered,"TOTE BAG - S01-15",,SO1--SOWDAGOR,N/A,"1,350.00",1
DSP-20260222-6AC8ED,"2026-02-22 20:42:29",OFFICE,SHOWROOM,Delivered,"DESHIO BLOCK 3PIECE - DE1-18",,"DE1--DESHIO FACTORY",N/A,"1,150.00",1
DSP-20260222-6AC8ED,"2026-02-22 20:42:29",OFFICE,SHOWROOM,Delivered,"DESHIO BLOCK 3PIECE - DE1-22",,"DE1--DESHIO FACTORY",N/A,"1,150.00",1
DSP-20260222-7070AC,"2026-02-22 20:38:34",SHOWROOM,OFFICE,Delivered,"JAMDANI SAREE - MJ1-86",,"MJ1--MOUSHUMI JAMDANI HOUSE",N/A,"6,800.00",1
DSP-20260222-7070AC,"2026-02-22 20:38:34",SHOWROOM,OFFICE,Delivered,"MONIPURI SAREE - AY1-5",,"AY1--AYESH ARTS & CRAFT",N/A,"5,500.00",1
DSP-20260222-CD6D54,"2026-02-22 20:01:01",OFFICE,SHOWROOM,Delivered,"DESHIO BLOCK 3PIECE - DE1-22",,"DE1--DESHIO FACTORY",N/A,"1,150.00",1
DSP-20260222-170E46,"2026-02-22 19:53:36",SHOWROOM,OFFICE,Delivered,"MONIPURI SAREE - AN1-15",,"AN1--ANIS FACTORY",N/A,"1,550.00",1
DSP-20260222-03F053,"2026-02-22 19:40:39",OFFICE,SHOWROOM,Delivered,"DESHIO COTTON KURTI - DE1-WHITE - 40",,"DE1--DESHIO FACTORY",N/A,780.00,1
DSP-20260222-F7AE46,"2026-02-22 19:25:02",SHOWROOM,OFFICE,Delivered,"MONIPURI SAREE - AN1-35",,"AN1--ANIS FACTORY",N/A,"1,550.00",1
DSP-20260222-98118D,"2026-02-22 19:16:44",SHOWROOM,OFFICE,Delivered,"JAMDANI SAREE - SU1-50",,"SU1--SUHAIB JAMDANI HOUSE",N/A,"1,800.00",1
DSP-20260222-33B155,"2026-02-22 19:15:56",OFFICE,SHOWROOM,Delivered,"TOTE BAG - S01-15",,SO1--SOWDAGOR,N/A,"1,350.00",1
DSP-20260222-5791CF,"2026-02-22 19:03:55",OFFICE,SHOWROOM,Delivered,"DESHIO BLOCK 3PIECE - DE1-2",,"DE1--DESHIO FACTORY",N/A,"1,150.00",1
DSP-20260222-5791CF,"2026-02-22 19:03:55",OFFICE,SHOWROOM,Delivered,"DESHIO BLOCK 3PIECE - DE1-2",,"DE1--DESHIO FACTORY",N/A,"1,150.00",1
DSP-20260222-5791CF,"2026-02-22 19:03:55",OFFICE,SHOWROOM,Delivered,"DESHIO BLOCK 3PIECE - DE1-18",,"DE1--DESHIO FACTORY",N/A,"1,150.00",1
DSP-20260222-5791CF,"2026-02-22 19:03:55",OFFICE,SHOWROOM,Delivered,"DESHIO BLOCK 3PIECE - DE1-18",,"DE1--DESHIO FACTORY",N/A,"1,150.00",1
DSP-20260222-627519,"2026-02-22 19:03:41",OFFICE,SHOWROOM,Delivered,"JEWELLERY PEARL NECK PIECE - RA1-31",,"RA1--RAJA TRADERS",N/A,"2,100.00",1
DSP-20260222-627519,"2026-02-22 19:03:41",OFFICE,SHOWROOM,Delivered,"JEWELLERY PEARL NECK PIECE - RA1-31",,"RA1--RAJA TRADERS",N/A,"2,100.00",1
DSP-20260222-627519,"2026-02-22 19:03:41",OFFICE,SHOWROOM,Delivered,"JEWELLERY PEARL NECK PIECE - RA1-31",,"RA1--RAJA TRADERS",N/A,"2,100.00",1
DSP-20260222-627519,"2026-02-22 19:03:41",OFFICE,SHOWROOM,Delivered,"JEWELLERY PEARL NECK PIECE - RA1-31",,"RA1--RAJA TRADERS",N/A,"2,100.00",1
DSP-20260222-627519,"2026-02-22 19:03:41",OFFICE,SHOWROOM,Delivered,"JEWELLERY PEARL NECK PIECE - RA1-31",,"RA1--RAJA TRADERS",N/A,"2,100.00",1
DSP-20260222-8FD9EF,"2026-02-22 19:03:15",SHOWROOM,OFFICE,Delivered,"COTTON BATIK 3PIECE - NU1-32",,NU1--NURJAHAN,N/A,"1,350.00",1
DSP-20260222-E61D44,"2026-02-22 18:45:54",SHOWROOM,OFFICE,Delivered,"JAMDANI SAREE - MJ1-62",,"MJ1--MOUSHUMI JAMDANI HOUSE",N/A,"7,800.00",1
DSP-20260222-75C915,"2026-02-22 17:39:05",OFFICE,SHOWROOM,Delivered,"18/24 INCH DOOR MAT - CH1-18",,CH1--CHARUSHI,N/A,380.00,1
DSP-20260222-75C915,"2026-02-22 17:39:05",OFFICE,SHOWROOM,Delivered,"18/24 INCH DOOR MAT - CH1-19",,CH1--CHARUSHI,N/A,380.00,1
DSP-20260222-75C915,"2026-02-22 17:39:05",OFFICE,SHOWROOM,Delivered,"18/24 INCH DOOR MAT - CH1-14",,CH1--CHARUSHI,N/A,380.00,1
DSP-20260222-EDE72C,"2026-02-22 17:11:01",SHOWROOM,OFFICE,Delivered,"JEWELLERY PEARL FINGER PIECE - 9",,UNKNOWN,N/A,"1,000.00",1
DSP-20260222-7938F8,"2026-02-22 17:05:53",SHOWROOM,OFFICE,Delivered,"COTTON 3PIECE - FA1-15",,"FA1-FASHION 3PIECE",N/A,"1,650.00",1
DSP-20260222-D3EF9B,"2026-02-22 16:45:17",OFFICE,SHOWROOM,Delivered,"4/2 FEET SHOTORONJI  - CH1-6",,CH1--CHARUSHI,N/A,900.00,1
DSP-20260222-E15CB5,"2026-02-22 16:41:54",SHOWROOM,OFFICE,Delivered,"CUTE BAG - 3",,JH1--JHUMKA,N/A,480.00,1
DSP-20260222-A71F6F,"2026-02-22 16:32:55",SHOWROOM,OFFICE,Delivered,"JAMDANI SAREE - MJ1-80",,"MJ1--MOUSHUMI JAMDANI HOUSE",N/A,"6,800.00",1
DSP-20260222-FE50E3,"2026-02-22 16:31:58",OFFICE,SHOWROOM,Delivered,"4/2 FEET SHOTORONJI  - CH1-1",,CH1--CHARUSHI,N/A,900.00,1
DSP-20260222-FE50E3,"2026-02-22 16:31:58",OFFICE,SHOWROOM,Delivered,"4/2 FEET SHOTORONJI  - CH1-2",,CH1--CHARUSHI,N/A,900.00,1
DSP-20260222-FE50E3,"2026-02-22 16:31:58",OFFICE,SHOWROOM,Delivered,"4/2 FEET SHOTORONJI  - CH1-8",,CH1--CHARUSHI,N/A,900.00,1
DSP-20260222-FE50E3,"2026-02-22 16:31:58",OFFICE,SHOWROOM,Delivered,"4/2 FEET SHOTORONJI  - CH1-9",,CH1--CHARUSHI,N/A,900.00,1
DSP-20260222-8C6DEE,"2026-02-22 16:24:24",SHOWROOM,OFFICE,Delivered,"JEWELLERY PEARL NECK PIECE - RA1-33",,"RA1--RAJA TRADERS",N/A,"2,550.00",1
DSP-20260222-CFE331,"2026-02-22 15:48:21",OFFICE,SHOWROOM,Delivered,"DESHIO BLOCK 3PIECE-DE1-26",,"DE1--DESHIO FACTORY",N/A,"1,150.00",1
DSP-20260222-CFE331,"2026-02-22 15:48:21",OFFICE,SHOWROOM,Delivered,"DESHIO BLOCK 3PIECE-DE1-26",,"DE1--DESHIO FACTORY",N/A,"1,150.00",1
DSP-20260222-CFE331,"2026-02-22 15:48:21",OFFICE,SHOWROOM,Delivered,"DESHIO BLOCK 3PIECE-DE1-26",,"DE1--DESHIO FACTORY",N/A,"1,150.00",1
DSP-20260222-E1A06D,"2026-02-22 15:45:04",SHOWROOM,OFFICE,Delivered,"JAMDANI SAREE - MJ1-25",,"MJ1--MOUSHUMI JAMDANI HOUSE",N/A,"8,800.00",1
DSP-20260222-92F7E0,"2026-02-22 15:43:34",OFFICE,SHOWROOM,Delivered,"DESHIO BLOCK 3PIECE - DE1-6",,"DE1--DESHIO FACTORY",N/A,"1,150.00",1
DSP-20260222-92F7E0,"2026-02-22 15:43:34",OFFICE,SHOWROOM,Delivered,"DESHIO BLOCK 3PIECE - DE1-6",,"DE1--DESHIO FACTORY",N/A,"1,150.00",1
DSP-20260222-92F7E0,"2026-02-22 15:43:34",OFFICE,SHOWROOM,Delivered,"DESHIO BLOCK 3PIECE - DE1-8",,"DE1--DESHIO FACTORY",N/A,"1,150.00",1
DSP-20260222-92F7E0,"2026-02-22 15:43:34",OFFICE,SHOWROOM,Delivered,"DESHIO BLOCK 3PIECE - DE1-8",,"DE1--DESHIO FACTORY",N/A,"1,150.00",1
DSP-20260222-92F7E0,"2026-02-22 15:43:34",OFFICE,SHOWROOM,Delivered,"DESHIO BLOCK 3PIECE -DE1-25",,"DE1--DESHIO FACTORY",N/A,"1,150.00",1
DSP-20260222-92F7E0,"2026-02-22 15:43:34",OFFICE,SHOWROOM,Delivered,"DESHIO BLOCK 3PIECE -DE1-25",,"DE1--DESHIO FACTORY",N/A,"1,150.00",1
DSP-20260222-92F7E0,"2026-02-22 15:43:34",OFFICE,SHOWROOM,Delivered,"DESHIO BLOCK 3PIECE - DE1-19",,"DE1--DESHIO FACTORY",N/A,"1,150.00",1
DSP-20260222-92F7E0,"2026-02-22 15:43:34",OFFICE,SHOWROOM,Delivered,"DESHIO BLOCK 3PIECE - DE1-19",,"DE1--DESHIO FACTORY",N/A,"1,150.00",1
DSP-20260222-F5B930,"2026-02-22 15:21:37",OFFICE,SHOWROOM,Delivered,"COTTON JAMDANI 3PIECE - TA1-35",,"TA1--TANGAIL SAREE HOUSE",N/A,"1,650.00",1
DSP-20260222-B2981A,"2026-02-22 15:13:49",SHOWROOM,OFFICE,Delivered,"TANGAIL HALFSILK SAREE - TA1-53",,"TA1--TANGAIL SAREE HOUSE",N/A,"2,100.00",1
